num,time
3000000,0.729434
6000000,1.45535
9000000,2.18675
12000000,2.91415
15000000,3.6583
18000000,4.39968
21000000,5.1328
24000000,5.88776
27000000,6.62947
3000000,0.728332
3000000,0.728617
6000000,1.4557
3000000,0.729101
3000000,0.726195
3000000,0.727546
3000000,0.729192
3000000,0.730885
3000000,0.729291
3000000,0.731342
3000000,0.729997
3000000,0.727523
3000000,0.728174
3000000,0.733757
24728198,4.33013
