num,time
3000000,0.776362
6000000,1.55522
9000000,2.33521
12000000,3.11962
15000000,3.92318
18000000,4.7006
21000000,5.49688
24000000,6.29582
27000000,7.15179
3000000,0.776772
3000000,0.774625
3000000,0.775423
3000000,0.782663
3000000,0.775098
3000000,0.772701
3000000,0.766881
3000000,0.766364
24728198,4.65338
