num,time
3000000,0.372384
6000000,0.73727
9000000,1.10146
12000000,1.46141
15000000,1.82849
18000000,2.19257
21000000,2.55623
24000000,2.91359
27000000,3.28502
3000000,0.372012
3000000,0.371696
6000000,0.734795
3000000,0.371628
3000000,0.371732
3000000,4.41648
3000000,4.46343
3000000,4.40775
3000000,4.46898
3000000,4.4032
3000000,4.43082
3000000,4.45969
3000000,4.47213
3000000,4.44618
3000000,0.372782
24728198,3.41894
