num,time
3000000,0.73952
6000000,1.47987
9000000,2.22347
12000000,2.97756
15000000,3.73043
18000000,4.48848
21000000,5.24992
24000000,6.00557
27000000,6.77645
3000000,0.739326
3000000,0.73737
3000000,0.735046
3000000,0.743608
3000000,0.738335
3000000,0.739563
3000000,0.7334
3000000,0.731384
24728198,4.42686
