num,F1
3000000,0.986343
6000000,0.987727
9000000,0.989049
12000000,0.988727
15000000,0.989144
18000000,0.989417
21000000,0.989306
24000000,0.989346
27000000,0.989319
3000000,0.986343
3000000,0.986343
6000000,0.987727
3000000,0.986343
3000000,0.986343
3000000,0.986343
3000000,0.986343
3000000,0.986343
3000000,0.986343
3000000,0.986343
3000000,0.986343
3000000,0.986343
3000000,0.986343
3000000,0.986343
3000000,0.986343
24728198,0.867984
