num,F1
3000000,0.385289
6000000,0.440797
9000000,0.486389
12000000,0.519256
15000000,0.543453
18000000,0.564111
21000000,0.580837
24000000,0.594601
27000000,0.606502
3000000,0.385289
3000000,0.385289
6000000,0.440797
3000000,0.385289
3000000,0.385289
3000000,0.385289
3000000,0.385289
3000000,0.385289
3000000,0.385289
3000000,0.385289
3000000,0.385289
3000000,0.385289
3000000,0.385289
3000000,0.385289
3000000,0.385289
24728198,0.0888383
