num,F1
3000000,0.984848
6000000,0.986922
9000000,0.988629
12000000,0.988324
15000000,0.988716
18000000,0.989013
21000000,0.988961
24000000,0.98905
27000000,0.989088
3000000,0.984848
3000000,0.984848
6000000,0.986922
3000000,0.984848
3000000,0.984848
3000000,0.984848
3000000,0.984848
3000000,0.984848
3000000,0.984848
3000000,0.984848
3000000,0.984848
3000000,0.984848
3000000,0.984848
3000000,0.984848
3000000,0.984848
24728198,0.865447
