num,F1
3000000,0.986592
6000000,0.98797
9000000,0.989587
12000000,0.989289
15000000,0.98966
18000000,0.989894
21000000,0.989828
24000000,0.989819
27000000,0.989774
3000000,0.986592
3000000,0.986592
6000000,0.98797
3000000,0.986592
3000000,0.986592
3000000,0.986592
3000000,0.986592
3000000,0.986592
3000000,0.986592
3000000,0.986592
3000000,0.986592
3000000,0.986592
3000000,0.986592
3000000,0.986592
3000000,0.986592
24728198,0.872862
